,caption,funny,somewhat_funny,unfunny,count,score,precision,rank
260,It's your mom's idea. It's called The Zen Diet.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2014
261,Think of it like a game - you're the middle class and the snow is taxes.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2015
262,"Lame or not, Dylan, a curse is a curse.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1640
263,"You're a horse's ass, son.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2016
264,Go big or go home.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,2018
265,Labor laws!? What child labor laws?,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2020
266,"Sorry, it's freaky Friday.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2022
267,SCAB!,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2023
268,"It's not size that matters, Billy, it's scale.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2026
269,It is all in the knees.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2027
270,"Bend at the hips, not the low back.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2017
271,A winter dunderland,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2204
272,"Remember son, it's not about the size. It's about how you use it.",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,1636
273,I think I've made my point how ridiculous our 2-party system has become.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1627
274,Wanna switch?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1291
275,"Finally, I'm going to be the first in line to get something!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1290
276,Thanks son. But this spoon is doing a fine job..,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1289
277,Pitchers and catchers report ...,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1288
278,"We're trading my allowance for your pay check too, right?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1285
279,"You're not in Wonderland, Alice!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1284
280,I'll just be over here till spring...don't mind me,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1281
281,I'll be down to the corner by spring time. You can just hold that there.,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1278
282,My doctor told me that using a snow shovel could lead to a heart attack.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1274
283,"Alright, so it's not as easy as it looks.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1272
284,I told you to bend with your knees.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1271
285,"Listen, when I was your age, I had to clear the walk with a toothpick!",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1270
286,Just lift with your legs son.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1269
287,This must be what it's like to enter the New Yorker cartoon contest.,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,1265
288,Don't laugh. I escaped from prison this way.,1.0,4.0,9.0,14.0,1.4285714285714286,0.1727058642362825,1293
289,"They say that, ""Little strokes fell mighty oaks,"" but I think you might be onto something!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1264
290,Ed's chakra takes over.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1260
291,"That's a buck a shovel full, Sonny--minimum ten.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1256
292,"Babe, nobody thought Paul Bunyan's ax could beat the chain saw either.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1255
293,That's too big for snow cones,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1251
294,"When I was your age, all we had were thumb shovels.",3.0,0.0,11.0,14.0,1.4285714285714286,0.22760785909019757,1249
295,Be right back after I feed the dogs and hook up the sled.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1247
296,It's not about size.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1245
297,Now why didn't I think of that?,1.0,4.0,9.0,14.0,1.4285714285714286,0.1727058642362825,1244
298,Is this yours?,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1243
299,Where were you three hours ago?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1240
300,Being the little spoon isn't as fun as I thought,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1239
301,Does Santa know you are moonlighting?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1238
302,It's not all about size.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1236
303,At that moment Harokd had both a deep feeling of pride and foreboding,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1235
304,If the Lord wanted you to have the smaller shovel he would have made me give you the smaller shovel.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1262
305,"When I was your age, we didn't even have SPATULAS!",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1231
306,The small shovel is just a gag to make you smile. Your mother and I are getting a divorce.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1296
307,Busted Crystal Balls,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1299
308,And you promise we can switch after ten minutes?,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,1352
309,"Dad, remind me one more time how Socialism works !",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1350
310,"It's how you use it, that matters most.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1349
311,I may have to reconsider my belief in global warming.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1348
312,You see now how my suggestion of the shovel as a conceptual tool really works .,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1346
313,Before my operation that was my shovel.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1345
314,Don't stop me when I'm on a roll.,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,1342
315,You know what they say about a guy with a small shovel.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1340
316,"Yes, I know. If I use the bigger shovel I'll get to work faster.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1337
317,In the footsteps of Rembrandt,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1336
318,You'll understand when you're older.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1335
319,So much for partly cloudy and seasonably cool,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1334
320,"It's not how much snow you can push, son, it's how much of the sidewalk you can clear.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1333
321,One day this will all be yours.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1332
322,"So, son, that is why there are Republicans and Democrats.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1298
323,No Buddy! We don't need another Big Dig.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1330
324,When you are CEO...,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1327
325,"Hey Jeb, remind you of anything? A little goes a long way and a lot goes no where.",0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,1322
326,"See Nelson, then I'll follow behind you and get the cracks. We'll be a great team!",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,1321
327,"Well dad, I'm doing as best as I can.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1319
328,Is this my final boss?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1317
329,Are you aware that I use to walk 7 miles to school every day?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1313
330,This isn't what I meant when I said all you need is good work ethic.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1312
331,There may be some lingering resentment.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1308
332,"Dad, not THAT kind of compensation.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1307
333,Who said Bigger was better!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1305
334,"Our walk's done, Billy. We'll handle the rest with carve-outs.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1304
335,Great ! Now you find the snow shovel.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,1302
336,I thought this was taking more time than usual,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1301
337,Does the house look smaller to you?,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,1300
338,All I'm saying is it's a matter of perspective.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1328
339,A New York state of mind.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1353
340,"When you're my age, you'll need one like this too",0.0,5.0,8.0,13.0,1.3846153846153846,0.14044168141158103,1228
341,Quick! Before the wolves come!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1226
342,The yellow snow is gluten free,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1159
343,Wait till I tell your mother I did this with your shovel.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1158
344,No. I don't know what happened to your shovel.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1156
345,"Daddy will take it from here, Sparky.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1153
346,We'll never survive this winter if we fail to keep things in perspective.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1150
347,"Sorry, that big shovel hurts my back.",0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1149
348,Apparently you don't know how to use yours.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1145
349,The moment irrational optimism met rigid pragmatism.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1144
350,I'm already rushing to spend time with your mother!!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1143
351,Need some hot chocolate?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1139
352,It looks smaller when its cold out.,2.0,1.0,10.0,13.0,1.3846153846153846,0.2129903554594378,1138
353,"We all feel inadequate, kid.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1137
354,My shovel started out that big,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1134
355,"No thanks, kid. I get paid per shovelful.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1131
356,Hey Kido when ae you going to learn to use the right tool?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1160
357,No! Your prices are too high. It makes more sense to do it myself.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1128
358,"Hey Mister, I'm outsourcing snow removal. I can get you started in the gig economy.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1123
359,Winter is not the season for Freaky Friday.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1121
360,"It's not the size of the shovel, it's how you use it that matters.",0.0,0.0,6.0,6.0,1.0,0.18257418583505536,1120
361,I think I saw my opposite gender doppelgänger in there.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1118
362,"It's ergonomic, you say?.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1117
363,Get ready to come back in; I've almost finished the touch-up work.,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,1116
364,Think of it as preparation for the 2036 Winter Olympics.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1112
365,Showoff!,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,1111
366,I guess size really does matter.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1109
367,It isn't the size of the shovel that counts...it's the technique.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1107
368,"You see, Marty? It ain't the size of the shovel that counts! The big-dicked man will always shovel faster.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1106
369,"You keep it, son. I'm in no hurry to reach the office.",0.0,3.0,7.0,10.0,1.3,0.15275252316519472,1103
370,"Supply and demand be damned! I'm not paying $100 for smsnow shovel.""",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1102
371,"'I'll shovel off to the mailbox, I need you to shovel off to Buffalo.'",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1097
372,I'll shovel the Trump fans' driveways. You can flip their yard signs.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1125
373,"It's like Social Security. You'll understand when you're older, and even more resentful.",1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,1227
374,I think it's time to call a spade a spade.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1162
375,it's all in the legs!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1168
376,A spade's a spade son,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1223
377,"You see son, this is socialism. This is why Sweden is covered in snow.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1220
378,Who drew this picture? It makes no sense.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1219
379,"Heh. Looks like somebody's compensating. Not me. Look how small my shovel is. You know what means, don't you, kid? You got a small dick. I got a big one. Ask your mother if you don't believe me.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1218
380,It's a smart shovel. It knows flake by flake what to do.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1217
381,When I'm finished we'll build a snowmidget.,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1216
382,"You see It's not a he size of the tool, it's the enthusiasm behind its use!",0.0,0.0,6.0,6.0,1.0,0.18257418583505536,1215
383,"Son, please leave that alone. That's for daddy to use when it really snows.",0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,1214
384,See? This is exactly what's wrong with your generation.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1212
385,"It's not about substance, it's about style.",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,1211
386,"I'm an archaeologist, not a brute.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1209
387,Plooity Doop. PLOOITY DOOP.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1206
388,The economy size gets better mileage.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1205
389,I told you size has got nothing to do with it.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1204
390,Where've you been? You could have talked me out of this days ago.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1164
391,"Snow and steady wins the race, son.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1203
392,Explain to me your upgrade program again?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1200
393,Thanks anyway kid but this is heart attack snow.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1197
394,"No, thanks... With this one I only have to worry about suffering a wrist attack.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1195
395,You're receiving a warning from the Association Ralph for the imperfectly shoveled walkway.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1194
396,I was saving that for special occasions.,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,1193
397,F-f-f-focused micromanaging.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1189
398,Just move to Southern California and size doesn't matter.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1188
399,Studies say this prevents heart attacks.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1187
400,"Okay, I'll triple your allowance if you trade shovels with me.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1186
401,Yours is an ice shovel too; look what friction does.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1185
402,Is it big enough now Edith?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1183
403,Your mother says she thinks you might be gay.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1182
404,"Hey Tom, what time does Dumb and Dumber come on?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1173
405,I'm setting you up for success.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1172
406,"Yes, people walk all over me but it's an improvement. I used to be a pushover. Ouch. And before that I was constantly screwed over.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1201
407,Isn't it your nap time?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1355
408,Ok the GPS says we are getting closer to finding the car!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1357
409,"What do you mean, mother said the size DOES matter???",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1360
410,"I'm sorry, I can't read that when it's upside down",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1566
411,At least you get to stay home!,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,1560
412,"Shovel faster, Timmy, or the ice cream in this come will be all melted!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1559
413,"Honey, like I always tell you, it's not about the size.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1558
414,You were expecting the same results as running in place?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1557
415,"Dad, stop throwing rocks!",0.0,0.0,6.0,6.0,1.0,0.18257418583505536,1556
416,"Yes, but I need the exercise.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1555
417,One scoop or two and with or without chocolate sauce?,0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,1554
418,I guess size does matter,1.0,2.0,8.0,11.0,1.3636363636363635,0.20327890704543547,1553
419,"Just like my wife says, size isn't everything!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1546
420,Redrum..Redrum...Redrum .,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1545
421,"Hurry up, I'm working from home today.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1544
422,The elder Johnson was always skeptical of new technology.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1543
423,"I'm a southpaw, so your right-handed shovel is useless to me.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1541
424,You'll understand when you're older. It's not the size of the tool-- it's how you use it.,0.0,0.0,8.0,8.0,1.0,0.1336306209562122,1567
425,Keep Working and you'll get the hang of it Louie.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1540
426,"What are you trying to compensate for, Stan?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1535
427,It's not the size of the tool but how you use it Freddie.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1532
428,"Hear dad use this one, so I can get there before I have to shave!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1530
429,Little goes a long way.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1526
430,Quit complaining and keep digging. How do you think I learned to do this?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1525
431,"No, Henry, I am not eating a Popsicle. Let's just get on with our work shall we?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1524
432,Didn't realize Dad had shrunk that much since last winter.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1523
433,Jeb listen to your Mother hurry we are heading to South Carolina.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1520
434,"How many times do I have to repeat it: it's not the size that counts, it's how you use it!",1.0,3.0,9.0,13.0,1.3846153846153846,0.18040060614705497,1517
435,"Yeah, well your mom says you're the right tool for the job.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1516
436,"What are you waiting for, we don't have all day.",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1515
437,"Hey, grab a spoon and help me.",0.0,1.0,5.0,6.0,1.1666666666666667,0.18257418583505536,1512
438,"It's not the size of the shovel, son.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1505
439,"Another life lesson, son. It's not the sword, it's the swordsman.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1504
440,Size really doesn't matter.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1539
