caption,funny,somewhat_funny,unfunny,count,score,precision,rank,contest
I thought that 'hiding in plain sight thing' was just theoretical.,4.0,4.0,13.0,21.0,1.5714285714285714,0.1768969106762544,244,519
"'He got the idea from Bugs Bunny.""",4.0,4.0,13.0,21.0,1.5714285714285714,0.1768969106762544,244,519
"Yea, I have heard that...but what's a bird on a gun worth?",2.0,8.0,11.0,21.0,1.5714285714285714,0.14754222271266354,244,519
We should be tweeting this.,4.0,4.0,13.0,21.0,1.5714285714285714,0.1768969106762544,244,519
"Oh, she's game all right.",3.0,6.0,12.0,21.0,1.5714285714285714,0.16288220358559116,244,519
Ten more seconds on that thing and we have a new champion.,2.0,8.0,11.0,21.0,1.5714285714285714,0.14754222271266354,244,519
He tweeted something about the 2nd ammendment.,3.0,6.0,12.0,21.0,1.5714285714285714,0.16288220358559116,244,519
He supports the NRA and PETA.,2.0,8.0,11.0,21.0,1.5714285714285714,0.14754222271266354,244,519
"Oh, to be young and symbiotic.",2.0,8.0,11.0,21.0,1.5714285714285714,0.14754222271266354,244,519
That would be a terrific shot for a selfie.,3.0,6.0,12.0,21.0,1.5714285714285714,0.16288220358559116,244,519
Gotta love being the two birds in the bush in this situation.,1.0,10.0,10.0,21.0,1.5714285714285714,0.1304101327393253,244,519
He's compensating for a small beak.,2.0,8.0,11.0,21.0,1.5714285714285714,0.14754222271266354,244,519
I guess it's rabbit season,4.0,4.0,13.0,21.0,1.5714285714285714,0.1768969106762544,244,519
"Look, a cartridge!",4.0,4.0,13.0,21.0,1.5714285714285714,0.1768969106762544,244,519
I've heard she's a hunter whisperer.,5.0,2.0,14.0,21.0,1.5714285714285714,0.1898800194035894,244,519
That's it -- he's in the fraternity.,4.0,4.0,13.0,21.0,1.5714285714285714,0.1768969106762544,244,519
"I told him, ""Keep your friends close, and your enemies closer.""",3.0,6.0,12.0,21.0,1.5714285714285714,0.16288220358559116,244,519
This could be the last tweet he ever sends,4.0,4.0,13.0,21.0,1.5714285714285714,0.1768969106762544,244,519
You think we should tell him?,3.0,6.0,12.0,21.0,1.5714285714285714,0.16288220358559116,244,519
Now if he can somehow get to the bullets...,4.0,4.0,13.0,21.0,1.5714285714285714,0.1768969106762544,244,519
"Anyone who falls for that decoy, deserves to get shot.",3.0,7.0,13.0,23.0,1.565217391304348,0.15174983257274674,279,519
I'd say the birdbrain is on the right.,3.0,7.0,13.0,23.0,1.565217391304348,0.15174983257274674,279,519
He loves riding shotgun.,4.0,5.0,14.0,23.0,1.565217391304348,0.16425766604885492,279,519
"Don't ask, don't tell.",3.0,4.0,11.0,18.0,1.5555555555555556,0.18474894150460874,282,519
Conscientious Objector,2.0,6.0,10.0,18.0,1.5555555555555556,0.1661211114658671,282,519
It's OK. He's a service animal.,2.0,6.0,10.0,18.0,1.5555555555555556,0.1661211114658671,282,519
So much for flocking together.,3.0,4.0,11.0,18.0,1.5555555555555556,0.18474894150460874,282,519
Pat will do anything to win a bet,3.0,5.0,12.0,20.0,1.55,0.1697521412933699,286,519
There's our adrenaline junkie.,1.0,9.0,10.0,20.0,1.55,0.13523858060557473,286,519
"When I suggested you give him the bird, I did not mean Sonny.",3.0,5.0,12.0,20.0,1.55,0.1697521412933699,286,519
He's riding shotgun again!,2.0,7.0,11.0,20.0,1.55,0.15346866644024565,286,519
I hope he doesn't tweet his location.,3.0,5.0,12.0,20.0,1.55,0.1697521412933699,286,519
Pretty safe spot if you think about it.,3.0,5.0,12.0,20.0,1.55,0.1697521412933699,286,519
He always challenged the system.,0.0,11.0,9.0,20.0,1.55,0.11413288653790235,286,519
I see this friendship ending badly.,4.0,3.0,13.0,20.0,1.55,0.1846048411294272,286,519
"I don't think that's what "" Riding Shotgun"" means.",2.0,7.0,11.0,20.0,1.55,0.15346866644024565,286,519
"I think he's right, it's safer than flying.",3.0,5.0,12.0,20.0,1.55,0.1697521412933699,286,519
"He just keeps re-tweeting it: ""The NRA: keeping you safe.""",5.0,1.0,14.0,20.0,1.55,0.19834844406538185,286,519
I suggested he hide in plain sight.,3.0,5.0,12.0,20.0,1.55,0.1697521412933699,286,519
"Well, I guess we can't call him a chicken anymore.",2.0,7.0,11.0,20.0,1.55,0.15346866644024565,286,519
Protected Species,3.0,5.0,12.0,20.0,1.55,0.1697521412933699,286,519
Lucky he's in his blind spot.,3.0,5.0,12.0,20.0,1.55,0.1697521412933699,286,519
"She's taking a little too much advantage of her endangered species status, don't you think?",2.0,7.0,11.0,20.0,1.55,0.15346866644024565,286,519
He can’t help it—he’s a little cuckoo.,2.0,7.0,11.0,20.0,1.55,0.15346866644024565,286,519
Dumb and dumber.,3.0,5.0,12.0,20.0,1.55,0.1697521412933699,286,519
Should we tell him what season it is?,3.0,5.0,12.0,20.0,1.55,0.1697521412933699,286,519
"That's the trouble with songbirds, they just don't think it all the way through.",2.0,8.0,12.0,22.0,1.5454545454545454,0.14305378044898964,305,519
Being an endangered species has it's perks.,2.0,8.0,12.0,22.0,1.5454545454545454,0.14305378044898964,305,519
Now are you convinced our son is on drugs?,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
That mockingbird has taken it to a whole new level.,4.0,4.0,14.0,22.0,1.5454545454545454,0.17065284280889198,305,519
This is even more irresponsible than his catsurfing.,5.0,2.0,15.0,22.0,1.5454545454545454,0.18289723094612648,305,519
A 'Right-Winger' if I ever saw one.,4.0,4.0,14.0,22.0,1.5454545454545454,0.17065284280889198,305,519
He's trying to win a Darwin award.,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
She's our mole.,4.0,4.0,14.0,22.0,1.5454545454545454,0.17065284280889198,305,519
You think that's brave do you. Watch me land on his hat.,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
That crazy bastard always did love riding shotgun.,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
We need to work on his landings.,2.0,8.0,12.0,22.0,1.5454545454545454,0.14305378044898964,305,519
He's keeping his enemies closer.,4.0,4.0,14.0,22.0,1.5454545454545454,0.17065284280889198,305,519
Maybe we should get an NRA membership too.,4.0,4.0,14.0,22.0,1.5454545454545454,0.17065284280889198,305,519
He'll be tweeting about this all week.,4.0,4.0,14.0,22.0,1.5454545454545454,0.17065284280889198,305,519
Does this make us bad parents?,4.0,4.0,14.0,22.0,1.5454545454545454,0.17065284280889198,305,519
Better to be two in the bush.,5.0,2.0,15.0,22.0,1.5454545454545454,0.18289723094612648,305,519
"Wow, he must have cojones the size of acorns.",2.0,8.0,12.0,22.0,1.5454545454545454,0.14305378044898964,305,519
And they say there's no such a thing as a free ride.,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
Riding shotgun?,4.0,4.0,14.0,22.0,1.5454545454545454,0.17065284280889198,305,519
Guy sells out for a handful of sunflower seeds.,2.0,8.0,12.0,22.0,1.5454545454545454,0.14305378044898964,305,519
We didn't prepare him for the real world.,2.0,8.0,12.0,22.0,1.5454545454545454,0.14305378044898964,305,519
I wonder if a bird on a barrel is worth two in the bush?,1.0,10.0,11.0,22.0,1.5454545454545454,0.12702511472832215,305,519
I'm told it's the new PR campaign for the NRA.,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
"""...Harry always believed on living life on edge""...",3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
She says he makes her feel safe.,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
'Two in the bush' is working for me today.,4.0,4.0,14.0,22.0,1.5454545454545454,0.17065284280889198,305,519
That crazy kid's riding shotgun again.,4.0,4.0,14.0,22.0,1.5454545454545454,0.17065284280889198,305,519
What else would you expect from a Stool Pigeon?,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
This is worth re-tweeting.,5.0,2.0,15.0,22.0,1.5454545454545454,0.18289723094612648,305,519
Why are we laughing? He's safer than we are.,2.0,8.0,12.0,22.0,1.5454545454545454,0.14305378044898964,305,519
They've agreed to disagree.,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
"You say birdbrain, I say genius!",3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
He says he got the idea from Occupy Wall Street.,2.0,8.0,12.0,22.0,1.5454545454545454,0.14305378044898964,305,519
Poor guy. I heard the ex-wife got the kids and the perch.,2.0,8.0,12.0,22.0,1.5454545454545454,0.14305378044898964,305,519
He always liked to ride shotgun.,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
He's been showing off ever since he landed on Bernie's podium.,3.0,6.0,13.0,22.0,1.5454545454545454,0.15745916432444335,305,519
He gets his chutzpah from your side of the family.,2.0,5.0,10.0,17.0,1.5294117647058822,0.1740023465617534,341,519
Mine doesn't listen to me either.,3.0,3.0,11.0,17.0,1.5294117647058822,0.1939839111510724,341,519
"The schedule isn't always convenient, but its cheaper than flying",1.0,7.0,9.0,17.0,1.5294117647058822,0.15140632560275,341,519
Perhaps home-schooling is not your forte.,3.0,4.0,12.0,19.0,1.5263157894736843,0.17718429716424694,344,519
Sigh...another risky teenage behavior.,3.0,4.0,12.0,19.0,1.5263157894736843,0.17718429716424694,344,519
Must be a peace dove.,3.0,4.0,12.0,19.0,1.5263157894736843,0.17718429716424694,344,519
Not another chick magnet.,3.0,4.0,12.0,19.0,1.5263157894736843,0.17718429716424694,344,519
"Ok. He's in position. By the way, when was the last time YOU mooned a hunter?",3.0,4.0,12.0,19.0,1.5263157894736843,0.17718429716424694,344,519
The chicks dig the bad boys.,1.0,8.0,10.0,19.0,1.5263157894736843,0.14035087719298245,344,519
"Rookie mistake. Take the gun, leave the canary.",2.0,6.0,11.0,19.0,1.5263157894736843,0.15983216805516315,344,519
Is this like the canary in the coal mine?,3.0,4.0,12.0,19.0,1.5263157894736843,0.17718429716424694,344,519
"Worth more than two in the bush, I'd say.",3.0,4.0,12.0,19.0,1.5263157894736843,0.17718429716424694,344,519
Bertie loves to ride shotgun.,1.0,8.0,10.0,19.0,1.5263157894736843,0.14035087719298245,344,519
I keep trying to accept his new lifestyle.,4.0,2.0,13.0,19.0,1.5263157894736843,0.19298245614035087,344,519
She's never had much luck picking a boyfriend.,3.0,5.0,13.0,21.0,1.5238095238095235,0.1635768003554064,355,519
Kevin is so cocky when he's out of season.,2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
"I admit it, I have perch envy",2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
"Obviously, we have our own Benedict Arnold!",3.0,5.0,13.0,21.0,1.5238095238095235,0.1635768003554064,355,519
She's always liked living on the edge....,1.0,9.0,11.0,21.0,1.5238095238095235,0.13127665478181166,355,519
That's the safest place in the forest.,2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
You have to admire her willingness to reach across the aisle.,1.0,9.0,11.0,21.0,1.5238095238095235,0.13127665478181166,355,519
"Oh, look. Jerry caught another hunter.",2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
Our little Tweetie always has loved to ride shotgun.,4.0,3.0,14.0,21.0,1.5238095238095235,0.17753668459340238,355,519
Guess he couldn't afford a bird dog.,3.0,5.0,13.0,21.0,1.5238095238095235,0.1635768003554064,355,519
"They're actually very compatible, aside from the hunting.",4.0,3.0,14.0,21.0,1.5238095238095235,0.17753668459340238,355,519
He's from Compton. Nothing scares him.,2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
They say that's the safest place to be during hunting season.,1.0,9.0,11.0,21.0,1.5238095238095235,0.13127665478181166,355,519
"No, you go talk to her.",2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
"There's brave, and then there's stupid.",3.0,5.0,13.0,21.0,1.5238095238095235,0.1635768003554064,355,519
Now there's a shotgun with a bird's-eye view.,5.0,1.0,15.0,21.0,1.5238095238095235,0.1904761904761905,355,519
Dead bird riding.,4.0,3.0,14.0,21.0,1.5238095238095235,0.17753668459340238,355,519
"So, which is it? A bird mocking or a mocking bird?",2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
"""That's why we're called mockingbirds."" Submitted by Douglas Monaghan, Floral Park, NY",2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
"No, it's true. As long as you're sitting there, he can't shoot you.",2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
You have to admire his stance on gun control.,3.0,5.0,13.0,21.0,1.5238095238095235,0.1635768003554064,355,519
He's either a decoy or deeply disturbed.,3.0,5.0,13.0,21.0,1.5238095238095235,0.1635768003554064,355,519
"With only one hunter, ""hide in plain sight"" can work.",2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
He just loves riding 'Shotgun'!,3.0,5.0,13.0,21.0,1.5238095238095235,0.1635768003554064,355,519
So which one is the birdbrain?,2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
"""Keep your friends close, and your enemies closer"" is what I said...Didn't think he'd take it so literally...",2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
I get why he's an NRA member. Her I don't get at all.,4.0,3.0,14.0,21.0,1.5238095238095235,0.17753668459340238,355,519
We're safe....were the two in the bush.,4.0,3.0,14.0,21.0,1.5238095238095235,0.17753668459340238,355,519
"Well, they do say to keep your friends close and your enemies closer.",3.0,5.0,13.0,21.0,1.5238095238095235,0.1635768003554064,355,519
Wait for it...Wait for it...,2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
It’s the same trick we used to get Dick Chaney to shoot his friend in the face.,4.0,3.0,14.0,21.0,1.5238095238095235,0.17753668459340238,355,519
"Oh, we've got to Tweet this.",2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
Obviously another severe case of Stockholm Syndrome.,3.0,5.0,13.0,21.0,1.5238095238095235,0.1635768003554064,355,519
Safer than us when you think about it.,2.0,7.0,12.0,21.0,1.5238095238095235,0.1483086809752137,355,519
I don't understand adrenalin junkies at all.,3.0,6.0,14.0,23.0,1.5217391304347827,0.15231501081421106,389,519
That's the worst decoy placement I've ever seen.,3.0,6.0,14.0,23.0,1.5217391304347827,0.15231501081421106,389,519
Don't worry - he won't sing.,4.0,4.0,15.0,23.0,1.5217391304347827,0.1647799492938801,389,519
"And that's how the expression ""bird-brain"" originated.",2.0,8.0,13.0,23.0,1.5217391304347827,0.1387346148204288,389,519
I told you a bird on the man is worth two in the bush.,2.0,8.0,13.0,23.0,1.5217391304347827,0.1387346148204288,389,519
One of them is going to learn the hard way.,4.0,2.0,14.0,20.0,1.5,0.18496087779795348,394,519
Now that's something to tweet about.,2.0,7.0,13.0,22.0,1.5,0.14339724740304666,394,519
I'm thrilled he knows we're out of season.,3.0,4.0,13.0,20.0,1.5,0.17013926184468015,394,519
Can you believe the balls on that tit?,3.0,5.0,14.0,22.0,1.5,0.15777127397525473,394,519
He is . . . The Most Interesting Bird in the World.,3.0,5.0,14.0,22.0,1.5,0.15777127397525473,394,519
"Well, he's definitely from your side of the family.",3.0,5.0,14.0,22.0,1.5,0.15777127397525473,394,519
I dared him. I didn't think he'd really do it.,2.0,6.0,12.0,20.0,1.5,0.15389675281277312,394,519
"Are we the two in the bush, and he is the bird in the hand or is he just an idiot?",3.0,4.0,13.0,20.0,1.5,0.17013926184468015,394,519
"Looks easy, but I still prefer flying to riding shotgun.",3.0,5.0,14.0,22.0,1.5,0.15777127397525473,394,519
I don't think he noticed us giving him the bird.,3.0,5.0,14.0,22.0,1.5,0.15777127397525473,394,519
"Damn it Larry, this is not how you ride shotgun.",4.0,3.0,15.0,22.0,1.5,0.17094086468945693,394,519
Bob's feeling cocky again.,1.0,8.0,11.0,20.0,1.5,0.13572417850765922,394,519
Branch Recognition was never Sam's strong subject in school.,2.0,6.0,12.0,20.0,1.5,0.15389675281277312,394,519
"It's bold, it's daring, and it just might work.",3.0,4.0,13.0,20.0,1.5,0.17013926184468015,394,519
Exposure therapy.,1.0,8.0,11.0,20.0,1.5,0.13572417850765922,394,519
Just ignore him. You wanna go poop on a statue?,2.0,6.0,12.0,20.0,1.5,0.15389675281277312,394,519
Today's youth ! They think they're immortal.,2.0,5.0,11.0,18.0,1.5,0.16666666666666666,394,519
"Where did we go wrong, Dear?",2.0,6.0,12.0,20.0,1.5,0.15389675281277312,394,519
He won't be so cocky when bird season opens tomorrow.,1.0,9.0,12.0,22.0,1.5,0.12741179785940634,394,519
It's times like this I'm glad the two of us are in the bush.,2.0,7.0,13.0,22.0,1.5,0.14339724740304666,394,519
High tweeson.,2.0,6.0,12.0,20.0,1.5,0.15389675281277312,394,519
"I think the expression is ""in hand"" but I still like our odds.",2.0,6.0,12.0,20.0,1.5,0.15389675281277312,394,519
"Yes, it's all over Twitter.",2.0,6.0,12.0,20.0,1.5,0.15389675281277312,394,519
He says it's a better adrenaline rush than high-voltage power lines.,3.0,4.0,13.0,20.0,1.5,0.17013926184468015,394,519
There's a good reason why they call them larks.,3.0,5.0,14.0,22.0,1.5,0.15777127397525473,394,519
He's checking it off his buckshot list.,3.0,4.0,13.0,20.0,1.5,0.17013926184468015,394,519
"No, no, if he was in his hand he'd be worth as much as us.",1.0,7.0,10.0,18.0,1.5,0.14574577203253436,394,519
Harry's riding shotgun this season.,2.0,7.0,13.0,22.0,1.5,0.14339724740304666,394,519
"This gives a whole new meaning to ""riding shotgun.""",2.0,6.0,12.0,20.0,1.5,0.15389675281277312,394,519
"Wow, that Brass Balled Warbler really lives up to its name.",2.0,5.0,11.0,18.0,1.5,0.16666666666666666,394,519
From the day he was hatched I knew he would be different.,1.0,8.0,11.0,20.0,1.5,0.13572417850765922,394,519
